,name,cupping,cupping_notes,decaf,description,flavors,link,origin,overall_score,process,site
10,Brazil Patrocínio Fazenda Escalada,"{'Body': '9.3', 'Brightness': '7.8', 'Clean Cup': '7.3', 'Complexity': '9', 'Dry Fragrance': '8.2', 'Finish': '8', 'Flavor': '8.4', 'Sweetness': '8.3', 'Uniformity': '8.2', 'Wet Aroma': '8.5'}","Full City roasts have a strong molasses scent in the dry fragrance that lends a sweet counterpoint to hints of leather, and dry roasted peanut. A cooked cherry note compliments the wet aroma, with a fair amount of chocolate roast bittering, and marzipan accent. Body and bittersweetness are a big part of the cup at City+/Full City, and the flavor profiles encompass bitersweet chocolate, rustic roasted nibs, and sticky natural sweeteners like sorghum syrup and molasses. A sweet nutty flavor comes up as the coffee cools, revealing a note of peanut butter cookie that connects to lasting bittering cocoa aftertaste. Based on body and bittersweetness alone, Fazenda Escalada will make an ideal Brazil for espresso, offering classic bittersweetness as a solo shot, or adding creamy body and layered chocolate roast flavors as an espresso blend component.",False,"Body and bittersweetness are central to the cup profile, notes of sticky natural sweeteners like sorghum syrup and molasses, peanut butter cookie, and lasting chocolate roast tones. City+ to Full City+. Good for espresso.","{'Berry': '0', 'Body': '4.5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0', 'Honey': '1.5', 'Nuts': '3', 'Rustic': '2', 'Spice': '0', 'Sugars': '3'}",https://www.sweetmarias.com/brazil-patrocinio-fazenda-escalada-7141.html,Brazil,86,Dry Process (Natural),SM
11,Brazil Patrocínio Fazenda Santo Antonio,"{'Body': '9', 'Brightness': '8.3', 'Clean Cup': '8.3', 'Complexity': '8.4', 'Dry Fragrance': '8.5', 'Finish': '8.4', 'Flavor': '8.6', 'Sweetness': '8.5', 'Uniformity': '8.2', 'Wet Aroma': '8.5'}","This lighter roasts of Santo Antonio farm had smells of cinnamon and baked sweets, like snickerdoodle cookies, and darker roasts brought out more of the bittersweet chocolate side. This lot smelled a bit more like pulp natural in the way the sweetness is clean and succinct. I don't always enjoy Brazils as light roasts, but Santo Antonio is really nice at City level. The cup sweetness brought to mind salted caramel, praline ice cream, and almonds candied with brown sugar, butter and cinnamon! The sweetness is layered and relatively complex. It even has a nice, mild acidic impression that made me think of sweetened herbal tea, a rare treat from Brazil (at least in our experience!). Dark roasts are chocolatey and rich, with flavors of semi-sweet chocolate chips, and 70% dark cacao bar. Espresso shots have an almond cake flavor up front that is quickly followed by bittersweet chocolates and lasts many minutes in the aftertaste.",False,"Salted caramel, praline ice cream, candied almond, a mild acidic impression in light roasts, while Full City pushes semi-sweet chocolate and dark cacao bar into a lingering finish. City to Full City+. Good for espresso.","{'Berry': '0', 'Body': '4', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '2', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '3'}",https://www.sweetmarias.com/brazil-patrocinio-fazenda-santo-antonio-7118.html,Brazil,87.2,Dry Process (Natural),SM
12,Brazil Pulp Natural Fazenda IP,"{'Body': '8.8', 'Brightness': '8', 'Clean Cup': '8.2', 'Complexity': '7.5', 'Dry Fragrance': '8.2', 'Finish': '8.2', 'Flavor': '8.4', 'Sweetness': '8.3', 'Uniformity': '8.3', 'Wet Aroma': '8.4'}","At City+ roast level, the dry grounds of Fazenda IP smelled of sweet breads and cocoa, something like chocolate marble bread came to mind, as well as a hint of dried apple. The wet grounds are loaded with chocolate-covered nut smells, and a fruitier accent note in the steam that's like apricot fruit leather. One of my roasts was actually City, which surprisingly didn't come off as being too light. Granted, I much preferred my City+/Full City roasts, where bittersweet cacao notes were balanced by burned sugar sweetness, the cup cooling to flavors of maltose, corn syrup, and a pleasant bittering aspect of baking chocolate in the aftertaste. This is a versatile Brazil, with a balanced profile across the roast spectrum. Works great as espresso, and as an option for milk drinks too (both espresso and brewed coffee).",False,"Bittersweet cacao notes are balanced by flavors of burnt sugar, barley malt, corn syrup, and a pleasant bittering of baking chocolate in the aftertaste. Very versatile Brazil. City+ to Full City+. Good for espresso.","{'Berry': '0', 'Body': '4', 'Caramel': '1.5', 'Citrus': '0', 'Cocoa': '3', 'Floral': '0', 'Fruits': '1', 'Honey': '1', 'Nuts': '2', 'Rustic': '1', 'Spice': '0', 'Sugars': '2.5'}",https://www.sweetmarias.com/brazil-pulp-natural-fazenda-ip-7174.html,Brazil,86.3,Pulp Natural,SM
13,Burundi Dry Process Agahore,"{'Body': '9.2', 'Brightness': '8.3', 'Clean Cup': '7.5', 'Complexity': '9.4', 'Dry Fragrance': '8.7', 'Finish': '8.2', 'Flavor': '8.9', 'Sweetness': '8.7', 'Uniformity': '8', 'Wet Aroma': '8.8'}","This dry processed lot from Agahore Station is brimming with jammy and rustic fruit notes no matter where you wind up along the roast spectrum. City+ roasts have smells of ripe and dried blueberry, fruit jam, and with a bittersweet layer of chocolate cake batter. Despite the intense bittersweet roast smells found at Full City+, dark fruit smells still infuse the aromatic profile, dark stone fruits, and berry-laced cacao bar come to mind, along with an intense, rustic bittersweet undertone. My first sips of a City+ brew brought to mind raisin, blackberry reductions, natural dried apricot (the earthy brown ones, as opposed to the bright orange sulfured type), along with hints of blueberry and a complex clove note in the nose. This is an intense coffee all-around, with a nice layer of rustic cocoa and fruits that recalls natural process coffees from the famed Harar region of Ethiopia. Full City and Full City+ roasts have immense body, and bittersweetness is matched by the dark fruited aspects. This coffee from the Agahore Station wears its dry process flavors on the proverbial shirt sleeve, and should satisfy those longing for a dry process coffee with wild berry tones. I'll give it a plug as a nice accent coffee for a blend too, but withhold my single origin espresso recommendation since it might be a little too fruity for the masses (not for me though!).",False,"Delicious dry process flavors like fruit jams, blackberry reduction, red raisin, natural dried apricot, along with a nice layer of rustic bittersweet cocoa, immense body, and hints of blueberry and clove spice in the nose. City+ to Full City+.","{'Berry': '3.5', 'Body': '4', 'Caramel': '1', 'Citrus': '0', 'Cocoa': '3', 'Floral': '0', 'Fruits': '4', 'Honey': '0', 'Nuts': '0', 'Rustic': '2.5', 'Spice': '2', 'Sugars': '3.5'}",https://www.sweetmarias.com/burundi-dry-process-agahore-7210.html,Burundi,88.7,Dry Process (Natural),SM
14,Burundi Dry Process Kibingo Station,"{'Body': '9', 'Brightness': '8.4', 'Clean Cup': '8', 'Complexity': '9.4', 'Dry Fragrance': '9', 'Finish': '8.8', 'Flavor': '9.3', 'Sweetness': '9.2', 'Uniformity': '8.2', 'Wet Aroma': '9.2'}","Dry process Kibingo leads off with sweet and floral fruit smells in the dry fragrance that are a good marker of what's to come in the cup; clean berry tones, honey drizzled mango, stewed peach, and more. Pouring the hot water brings out a cooked berry aroma, with notes of blueberry reduction, maple syrup, and a delicious scent of peaches and cream dessert with a biscuity sweetness baked in. For lovers of dry process African coffees Kibingo's offering does not disappoint! I pick up on sweet-wheat and cooked fruit flavors that bring to mind raspberry pie, and buckwheat pancakes with blueberry syrup. Cooling off some, the coffee shows a semi-rustic side to the sweetness, like barley malt syrup or other aromatic unrefined sweeteners, and opens up to include complex fruit notes of yellow cherry, freeze dried strawberry, and apricot pie filling. Acidity is a bit slight, but City roasts manage to impart a mild berry-like acidic impression that has a structuring effect on the intense cup profile. But milder acidity is a net positive if looking for a dry process coffee for espresso as there's nothing puckering or sharp in a distilled espresso profile (though it is quite fruity, so tread with caution - not recommended unless you're like fruity shots!). Full City roasts marry bittersweet chocolates to surprisingly potent dark fruit flavors that still come off jammy and intense, and the finish is long, and powdered with bittersweet cocoa.",False,"Intense fruit and biscuity sweetness bring to mind raspberry pie, buckwheat pancakes with blueberry syrup, barley malt syrup, yellow cherry, freeze dried strawberry, apricot filling, with a slight berry-like acidic impression. City to Full City.","{'Berry': '3', 'Body': '4', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '3', 'Floral': '2', 'Fruits': '3.5', 'Honey': '2', 'Nuts': '0', 'Rustic': '1.5', 'Spice': '1', 'Sugars': '3'}",https://www.sweetmarias.com/burundi-dry-process-kibingo-station-7077.html,Burundi,91,Dry Process (Natural),SM
15,Burundi Gatara Masha,"{'Body': '8.8', 'Brightness': '9', 'Clean Cup': '9', 'Complexity': '9', 'Dry Fragrance': '8.8', 'Finish': '9', 'Flavor': '9', 'Sweetness': '9', 'Uniformity': '8', 'Wet Aroma': '9'}","This coffee from Masha has spiced sweetness in the dry fragrance, a mixture of baking spices and dark, raw sugars, along with sweet-to-tart fruited accents. City and City+ roasts smell very clean, and the wet aroma takes on characteristics of cinnamon honey butter with a touch of apricot wafting in steam. Masha is a clean tasting coffee and an example of just how versatile Burundi coffees can be in the roaster. The cup is sweet across a wide range of roasts, base flavors coming across like honey, sugar in the raw, and a nice vibrant lemon side too. City roasts have a distinct honey-floral note that comes across like raw honey flavor and the aroma of a honeysuckle flower. The coffee cools to spiced flecks of cinnamon and all spice powder up top, that along with essence of dried papaya, and cascara fruit tea, culminates in a lovely, delicate aroma. Full City roasting brings about roast tones you'd expect, but also matched by intense burned sugar sweetness, and dark fruit accent note. Masha is well worth a run through your espresso machine if you're looking for a single origin espresso option that offers flavors of sweetened cocoa with fruited and spiced highlights.",False,"So sweet at a wide range of roasts, honey, sugar in the raw, honeysuckle, spiced flecks of cinnamon and all spice, essence of dried papaya, cascara fruit tea, lemony vibrance, and chocolatey dark roasts. City to Full City+. Good for espresso.","{'Berry': '2', 'Body': '4', 'Caramel': '1', 'Citrus': '2', 'Cocoa': '3.5', 'Floral': '1.5', 'Fruits': '2', 'Honey': '3', 'Nuts': '0', 'Rustic': '0', 'Spice': '3', 'Sugars': '3'}",https://www.sweetmarias.com/burundi-gatara-masha-7076.html,Burundi,89.1,Wet Process (Washed),SM
16,Burundi Gaterama Agahore Station,"{'Body': '8.7', 'Brightness': '8.7', 'Clean Cup': '8.5', 'Complexity': '9', 'Dry Fragrance': '8.7', 'Finish': '9', 'Flavor': '9', 'Sweetness': '9', 'Uniformity': '8.2', 'Wet Aroma': '9'}","The dry fragrance of this washed Agahore lot has a sweet scent of sugar cane juice, dried currant, and an array of herbal tea-like hints too. I was wow'd by the intense sweetness that came up after adding hot water, a perfumed aroma of maple frosting, with mild fruit hints, and clove note in the steam. It's funny tasting this coffee right after cupping a South American lot that I noted as having ""tea-like"" cup characteristics. While I stand by that observation, it makes Agahore taste like actual tea in comparison! The cup is delicious, with brisk acidic impression, and solid core sweetness underneath it all. I found the cup to be a little less fruited than some of the other wet process lots in this container, but it still offers a tasty hint of peach skins, and little bit of lemon in light roasts. The coffee flavors are fairly crisp, and absolutely clean, offering glimpses of Assam, sugar in the raw, whole clove, aromatic bitters syrup, and a hint of floral rooibos tea. You'll find that the sweetness is easily developed with roast too (though City roasts are plenty sweet!), and shimmering lemon acidity hangs around to at least Full City roast level.",False,"Agahore is aromatic and sweet, maple syrup, sugar in the raw, whole clove, peach skin accent, aromatic bitters syrup, a hint of floral rooibos tea, and moderate lemon acidity in all our roasts. City to Full City.","{'Berry': '0', 'Body': '', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '2', 'Floral': '1', 'Fruits': '2', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '2.5', 'Sugars': '3.5'}",https://www.sweetmarias.com/burundi-gaterama-agahore-station-7078.html,Burundi,88.3,Wet Process (Washed),SM
17,Burundi Kabarore Commune Yandaro,"{'Body': '8.8', 'Brightness': '8.8', 'Clean Cup': '9', 'Complexity': '9', 'Dry Fragrance': '8.8', 'Finish': '9', 'Flavor': '9.1', 'Sweetness': '9', 'Uniformity': '8.3', 'Wet Aroma': '9'}","When roasted to the lighter end of the recommended range, Yandaro's dry fragrance has a scent of raw cane sugars with notes of vanilla, honey butter, maple syrup, and a peach hint. Pouring hot water draws out the sweetness even more and you catch whiffs of orange honey and dark brown sugar in the steam, along with a nice floral blossom aroma. As a brew, City and City+ roasts flood the cup and a wide range of unrefined sweetness, along with fruited, and tea-like hints throughout that go so well together. Lemon-citrus brightness compliments the raw sugar sweetness, and elegant acidity connects the sweetness up front to a brisk tea-like aftertaste. The cup has a delicate honey note at City roast level, accented by hints of ripe cantaloupe, mild yellow tea, and a fresh stone fruit note in the aftertaste (peach/apricot came to mind). Full City roasts insert milk and dark chocolate flavors into the profile, with a much more mild acidic impression. These more developed roasts still have fruited accents like dark grape and raisin, with malted milk balls, and blackjack/caramelized sugar in the aftertaste. Full City roasts work great for espresso, offering a somewhat snappy shot, with a brief lemon note up front that gives way to syrupy chocolate, berry, and a licorice aromatic note.",False,"A stunning coffee, honey and raw sugar sweetness, hints of cantaloupe, mild yellow tea, fresh peach and apricot, and elegant acidity connects the sweetness to a brisk tea-like finish. City to Full City+. Good for espresso.","{'Berry': '1', 'Body': '3.5', 'Caramel': '2', 'Citrus': '2', 'Cocoa': '3', 'Floral': '1.5', 'Fruits': '2', 'Honey': '3', 'Nuts': '0', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '4'}",https://www.sweetmarias.com/burundi-kabarore-commune-yandaro-7074.html,Burundi,89.8,Wet Process (Washed),SM
18,Burundi Kayanza Gahahe,"{'Body': '8.7', 'Brightness': '8.9', 'Clean Cup': '9', 'Complexity': '9.2', 'Dry Fragrance': '9', 'Finish': '9', 'Flavor': '9.3', 'Sweetness': '9', 'Uniformity': '8.3', 'Wet Aroma': '9.2'}","The ground coffee smells complex, loose-leaf teas, light brown sugar and a scent of vanilla ice milk bar. The wet aroma shows a floral side that adds a perfumed element to the sweetness, along with scent of caramel corn, and hints of peach tea when breaking through the crust. The cup is fantastic when roasted light and dark, but my favorite brews were at the City/City+ end of the roast spectrum. When kept to the light end of our roast recs, you can expect a delicious floral note in the brew, a complex aroma augmented by spice and fresh fruit notes too. The sweetness has some honey and sugar cane soda, along with some caramelized sweetness in the aftertaste that is lightly pungent like torched creme brûlée crust. Complex top notes flourish as the coffee cools off, and we noted flavors of apricot jam, and a floral nectarine accent. The fruit notes adds to an acidic impression that rings out loudest when roasted light. Cane sugar sweetness is persistent in the aftertaste, as are baking spices hints, and both are the last flavors when the aftertaste has all but disappeared. I was surprised at the level of chocolate in Full City roasts, pointed bittersweetness that dominates the cup profile and sees a raisin hint peek through as it cools. This delicious brewed coffee from Gahahe Station will double nicely as chocolate-centered espresso too.",False,"Light roasts are complex, floral and bright, augmented by spice and fresh fruit notes. Honey and sugar cane soda, fruited flavors of apricot jam, floral nectarine, with a sweet/spiced aftertaste. City to Full City+. Good for espresso.","{'Berry': '1', 'Body': '3.5', 'Caramel': '1.5', 'Citrus': '2', 'Cocoa': '3', 'Floral': '2', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '1', 'Sugars': '4'}",https://www.sweetmarias.com/burundi-kayanza-gahahe-7075.html,Burundi,90.6,Wet Process (Washed),SM
19,Burundi Yeast Fermentation Yandaro,"{'Body': '9', 'Brightness': '9', 'Clean Cup': '9', 'Complexity': '9.2', 'Dry Fragrance': '8.8', 'Finish': '9', 'Flavor': '9.2', 'Sweetness': '9', 'Uniformity': '8.3', 'Wet Aroma': '9'}","This coffees been processed with the addition of a specially formulated yeast produced specifically for coffee. The idea was to create a product that aids in the fermentation stage of wet processing by helping to create a stable environment, and also enhancing the cup. We've tasted some of the tests over the last couple of years and there's often a discernible difference from between lots from the same station processed with and without the yeast. This lot from Yandaro specifically tasted fairly close to the wet process lot we also bought, but acidity seemed a tad more brisk in light roasts, as well as more pronounced tea notes, and baking spice aromatics. To be honest, you can't go wrong with either lot, as they both stood out as exemplary Burundi's! The dry fragrance showed a sweetness of raw sugars spiced with whole clove and cardamom cookie, and a whiff of peach tea unfurled in the steam after pouring the hot water. The cup showed a wide range of tea flavors in the light City roasts, including hints of aromatic Earl Grey, lemon herbal tea, and a lightly fruited green tea note too. Burundi coffees can be quite aromatic, and Yandaro certainly is. Notes of cinnamon gum, Good Earth tea, Chai spice, and cardamom powder mark the aroma and finish, and play a big part in the boosting that complexity score above 9. Acidity helps too, Yandaro showing a lively lemon note that adds more than a touch of vibrance to the cup. Full City roasts are just as delicious, developing a caramelized sweetness, dark fruit note, and a sturdy flavor of cocoa powder, that along with a cinnamon accent, brings to mind Mexican drinking chocolate.",False,"Pronounced tea notes and baking spice aroma, Earl Grey, Good Earth and green tea, cinnamon gum, cardamom, a lively lemon note, while darker roasts unlock cinnamon-spiced chocolate and a dark fruit hint. City to Full City. Good for espresso.","{'Berry': '1.5', 'Body': '4', 'Caramel': '2', 'Citrus': '2.5', 'Cocoa': '4', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '3', 'Sugars': '4'}",https://www.sweetmarias.com/burundi-yeast-fermentation-yandaro-7073.html,Burundi,90.5,Yeast Fermentation,SM
20,Cameroon Caplami Java Cultivar,"{'Body': '9', 'Brightness': '8', 'Clean Cup': '7.4', 'Complexity': '8.8', 'Dry Fragrance': '7.8', 'Finish': '7.7', 'Flavor': '8.3', 'Sweetness': '8.3', 'Uniformity': '8', 'Wet Aroma': '8.3'}","In terms of the cup, the dominant qualities bear resemblance to Indonesian cup character in a way, with some distinct differences too. The dry fragrance from the grounds have a rustic-toned chocolate scent, with some molasses sweetness, and a wood spice note at Full City. Wet aromas show more of the chocolatey side, with accents of gingerbread, and a mild earthiness. The sweetness in the cup rides a line between caramel and molasses, with dense, thick body, and an earthy, aromatic wood dimension. There are cinnamon stick and sandalwood notes on the nose, and a hint of tobacco, along with a malted grain flavor, add to the aroma. City roasts are just too darn light for this coffee, and even a light City+ to some degree. I'd shoot for a minimum of 45 seconds to a minute after the end of 1st C, and even continue into 2nd Cracks if you're after a bold, bittersweet cup which less of the earthy cup characteristics.",False,"An interesting, thick bodied cup from a lesser seen coffee origin (at least on our list). Notes of caramel, molasses, rustic chocolate, pipe tobacco, malted grains, cinnamon stick, and earthy sandalwood. Full City to Full City+.","{'Berry': '0', 'Body': '4', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '2', 'Rustic': '2.5', 'Spice': '2', 'Sugars': '2.5'}",https://www.sweetmarias.com/cameroon-caplami-java-cultivar-7354.html,Cameroon,82.6,Wet Process (Washed),SM
21,Colombia Buesaco Don Nectario,"{'Body': '9.2', 'Brightness': '8.7', 'Clean Cup': '8.3', 'Complexity': '8.8', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.8', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}","Straight away this lot from Don Nectario releases a strong brown sugar smell in the dry fragrance, with cinnamon spice, and orange peel hints (mostly at City). The wet aroma pulls out a bit more fruit, raisin-like sweetness at City and City+ roast levels, along with saturated sweetness of cane juice, and molasses. Tasting this coffee, the base sweetness unfolds to flavors of dark caramel, raw honey, and even an aromatic butterscotch note. As I drank this coffee, the sweetness seemed to coat my palate, building to a long, sweet aftertaste, with dried fruit notes of peach and nectarine laced through it. The light roasts show vivid brightess, like fresh fruit, and ""stone fruit"" best describes my perception of the acidity. My dark roast almost hit 2nd crack (38F development post 1st Crack), and I was surprised to find the cup sweetness uncompromised. The roast flavors are strong, sure, but so is a sweetness of brown rice syrup that closely follows, and accented by a black plum note. I get a hint of fruited tobacco too, but find it complimentary to the deep roast bittering. This coffee should make your short list of Colombian espresso options too.",False,"Dark caramel, honey, butterscotch, hints of dried stone fruit. Fruited brightness when roasted light, while 2nd snaps brings out bold bittersweet cocoa and dark fruit hints. City to Full City+. Good for espresso.","{'Berry': '2', 'Body': '4', 'Caramel': '3', 'Citrus': '0.5', 'Cocoa': '4', 'Floral': '0', 'Fruits': '2', 'Honey': '2', 'Nuts': '0', 'Rustic': '0.5', 'Spice': '0.5', 'Sugars': '3.5'}",https://www.sweetmarias.com/colombia-buesaco-don-nectario-7123.html,Colombia,87.7,Wet Process (Washed),SM
22,Colombia Buesaco EA Decaf,"{'Body': '8', 'Brightness': '8.5', 'Clean Cup': '8', 'Complexity': '8.5', 'Dry Fragrance': '8.3', 'Finish': '7.8', 'Flavor': '8.7', 'Sweetness': '8.3', 'Uniformity': '9.5', 'Wet Aroma': '8.5'}","The smells in the ground coffee have a scent of molasses on toast, dried apple, and a powdered sugar accent. Adding hot water pulls out more of a sugar browing sweetness, and the break produces a hint of a fruit balsamic reduction. The flavor profile is sweet and bright, with faint fruit and caramel hints. It's honestly very difficult to peg this coffee as being decaf! The sweetness at City roast has a caramel bread flavor that connects to a caramely sweet aroma. The level of acidity is moderate, with aspects of apple and pear, and the finish is marked by a note of cinnamon apple streusel, and a hint of apple skin bittering. Full City roasts have a chocolate biscotti flavor, with hints of baking cocoa, carob, and some faint fruited flavors. Body isn't particularly big, but this decaf certainly passes the muster as bittersweet espresso. I do pick up on some subtle decaf flavors in both roasts, which are impossible to completely avoid with any decaffeination process! But unlike most decafs, it's the lighter roast that passes the most, whereas my Full City roast displayed pumpernickel and rye bread finish accents that I associate with decaf coffee. ",True,"Light roasts are difficult to peg as decaf, caramel in flavor and aroma, apple streusel, fruit skin bittering, and moderate acidity. Full City roasts have notes of chocolate biscotti, carob, faint fruit and rye bread accents. City to Full City. Good for espresso.","{'Berry': '0', 'Body': '3', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '2', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '0', 'Rustic': '0.5', 'Spice': '1.5', 'Sugars': '1.5'}",https://www.sweetmarias.com/colombia-buesaco-ea-decaf-7026.html,Colombia,87.1,Other Processes,SM
23,Colombia Buesaco Productores Aliados,"{'Body': '9', 'Brightness': '8.5', 'Clean Cup': '8.8', 'Complexity': '8.5', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.7', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}","At City+ roast level, the dry fragrance is enmeshed with dark brown sugar and cinnamon bark smells, a big sweetness that also has a dusting of cocoa powder. Mild fruit smells infuse the raw sugar scent in the wet grounds where the coffee aromatics build into an intense sweetness, like pressed cane juice. The flavors at City and City+ revolve around a raw demurara sugar sweetness, with aromatic caramel notes folded in. The profile branches out to include fruited hints of dried apple and golden raisin, with some lemon essence adding to acidic impression at lighter City and City+ roast levels. Taking the roast to Full City pulls out a ribbon of cacao/dark chocolate bar, bittersweet and dominant, accompanied by a subtle hint of dark fruit. Full City+ roasts are delicious as espresso, and patch together dark chocolate syrup with dried fruit accents into a bittersweet shot, with faint spiced aromatics, and intense roast bittering in the finish.",False,"Unrefined sugar and caramel, dried fruit accents, moderate citrus acidic impression. Dense mouthfeel in darker roast, with chocolate bittersweets, and a dark fruit hint. City to Full City+. Good for espresso.","{'Berry': '1', 'Body': '4', 'Caramel': '3.5', 'Citrus': '1.5', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '1', 'Sugars': '3.5'}",https://www.sweetmarias.com/colombia-buesaco-productores-aliados-7121.html,Colombia,86.9,Wet Process (Washed),SM
24,Colombia Caicedo Don Ruben,"{'Body': '8.7', 'Brightness': '9', 'Clean Cup': '9', 'Complexity': '9', 'Dry Fragrance': '8.8', 'Finish': '8.8', 'Flavor': '9.2', 'Sweetness': '8.8', 'Uniformity': '8.2', 'Wet Aroma': '9'}","Our one and only lot from Caicedo in this latest round of Colombian coffees has been a real treat to taste. It has some of the more fruit-forward and ""exotic"" flavors that seem to be more common in this higher altitude region, and also from neighboring Urrao. The dry fragrance has delectable sweet smells of molasses and other dark sugars, with fruited accents popping into view, and a note of Earl Grey tea at City roast level. The sweetness is very fragrant in the wet aroma, and smells of peach and brown sugar, and a perfumed honey scent accents the steam. My oh my, the cup flavors at City roast level are excellent! Fruited notes come through like dried peach and apricot, with a tangy-fruited aspect of dried whole rose hips. Tea-like flavor notes feed into a moderate acidic impression, and manage to construct flavor profiles of hibiscus and peach teas in the lightest roasts, and to some degree in medium, City+ roasts as well. All these top notes are well balanced by the underlying honey sweetness, even when roasted dark. Full City roasts bring out a honey-sweetened dark cacao flavor, and the fruited top notes have lingering berry characteristics.",False,"Our one and only Caicedo coffee is a real treat, aromatic honey, fruited top notes of dried peach and apricot, tangy rose hips, and tea-like hints of hibiscus and peach tea feed into the acidic impression. City to Full City.","{'Berry': '2.5', 'Body': '3.5', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '3', 'Floral': '0', 'Fruits': '2.5', 'Honey': '3', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3'}",https://www.sweetmarias.com/colombia-caicedo-don-ruben-7027.html,Colombia,88.5,Wet Process (Washed),SM
